user_id,movie_id,rating,movie_title,genres,year
1,1,4.0,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,1995
1,3,4.0,Grumpier Old Men (1995),Comedy|Romance,1995
1,6,4.0,Heat (1995),Action|Crime|Thriller,1995
1,47,5.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995
1,50,5.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995
1,70,3.0,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996
1,110,4.0,Braveheart (1995),Action|Drama|War,1995
1,163,5.0,Desperado (1995),Action|Romance|Western,1995
1,223,3.0,Clerks (1994),Comedy,1994
1,231,5.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994
1,235,4.0,Ed Wood (1994),Comedy|Drama,1994
1,260,5.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977
1,296,3.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994
1,316,3.0,Stargate (1994),Action|Adventure|Sci-Fi,1994
1,349,4.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994
1,356,4.0,Forrest Gump (1994),Comedy|Drama|Romance|War,1994
1,367,4.0,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994
1,457,5.0,"Fugitive, The (1993)",Thriller,1993
1,480,4.0,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993
1,500,3.0,Mrs. Doubtfire (1993),Comedy|Drama,1993
1,527,5.0,Schindler's List (1993),Drama|War,1993
1,552,4.0,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,1993
1,553,5.0,Tombstone (1993),Action|Drama|Western,1993
1,590,4.0,Dances with Wolves (1990),Adventure|Drama|Western,1990
1,592,4.0,Batman (1989),Action|Crime|Thriller,1989
1,593,4.0,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,1991
1,596,5.0,Pinocchio (1940),Animation|Children|Fantasy|Musical,1940
1,608,5.0,Fargo (1996),Comedy|Crime|Drama|Thriller,1996
1,648,3.0,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,1996
1,673,3.0,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996
1,733,4.0,"Rock, The (1996)",Action|Adventure|Thriller,1996
1,736,3.0,Twister (1996),Action|Adventure|Romance|Thriller,1996
1,780,3.0,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,1996
1,919,5.0,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,1939
1,923,5.0,Citizen Kane (1941),Drama|Mystery,1941
1,1073,5.0,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,1971
1,1080,5.0,Monty Python's Life of Brian (1979),Comedy,1979
1,1089,5.0,Reservoir Dogs (1992),Crime|Mystery|Thriller,1992
1,1090,4.0,Platoon (1986),Drama|War,1986
1,1097,5.0,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,1982
1,1127,4.0,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1989
1,1136,5.0,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,1975
1,1196,5.0,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,1980
1,1197,5.0,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,1987
1,1198,5.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,1981
1,1206,5.0,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,1971
1,1208,4.0,Apocalypse Now (1979),Action|Drama|War,1979
1,1210,5.0,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,1983
1,1213,5.0,Goodfellas (1990),Crime|Drama,1990
1,1214,4.0,Alien (1979),Horror|Sci-Fi,1979
1,1219,2.0,Psycho (1960),Crime|Horror,1960
1,1220,5.0,"Blues Brothers, The (1980)",Action|Comedy|Musical,1980
1,1222,5.0,Full Metal Jacket (1987),Drama|War,1987
1,1240,5.0,"Terminator, The (1984)",Action|Sci-Fi|Thriller,1984
1,1258,3.0,"Shining, The (1980)",Horror,1980
1,1265,4.0,Groundhog Day (1993),Comedy|Fantasy|Romance,1993
1,1270,5.0,Back to the Future (1985),Adventure|Comedy|Sci-Fi,1985
1,1278,5.0,Young Frankenstein (1974),Comedy|Fantasy,1974
1,1282,5.0,Fantasia (1940),Animation|Children|Fantasy|Musical,1940
1,1291,5.0,Indiana Jones and the Last Crusade (1989),Action|Adventure,1989
1,1377,3.0,Batman Returns (1992),Action|Crime,1992
1,1500,4.0,Grosse Pointe Blank (1997),Comedy|Crime|Romance,1997
1,1517,5.0,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1997
1,1552,4.0,Con Air (1997),Action|Adventure|Thriller,1997
1,1573,5.0,Face/Off (1997),Action|Crime|Drama|Thriller,1997
1,1580,3.0,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,1997
1,1617,5.0,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,1997
1,1625,5.0,"Game, The (1997)",Drama|Mystery|Thriller,1997
1,1676,3.0,Starship Troopers (1997),Action|Sci-Fi,1997
1,1732,5.0,"Big Lebowski, The (1998)",Comedy|Crime,1998
1,1777,4.0,"Wedding Singer, The (1998)",Comedy|Romance,1998
1,1954,5.0,Rocky (1976),Drama,1976
1,2000,4.0,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1987
1,2005,5.0,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,1985
1,2012,4.0,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,1990
1,2028,4.0,Saving Private Ryan (1998),Action|Drama|War,1998
1,2054,4.0,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,1989
1,2078,5.0,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,1967
1,2115,5.0,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1984
1,2174,4.0,Beetlejuice (1988),Comedy|Fantasy,1988
1,2268,4.0,"Few Good Men, A (1992)",Crime|Drama|Thriller,1992
1,2291,5.0,Edward Scissorhands (1990),Drama|Fantasy|Romance,1990
1,2329,5.0,American History X (1998),Crime|Drama,1998
1,2353,5.0,Enemy of the State (1998),Action|Thriller,1998
1,2395,5.0,Rushmore (1998),Comedy|Drama,1998
1,2406,4.0,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1984
1,2470,5.0,Crocodile Dundee (1986),Adventure|Comedy,1986
1,2502,5.0,Office Space (1999),Comedy|Crime,1999
1,2529,5.0,Planet of the Apes (1968),Action|Drama|Sci-Fi,1968
1,2542,5.0,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,1998
1,2571,5.0,"Matrix, The (1999)",Action|Sci-Fi|Thriller,1999
1,2617,2.0,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,1999
1,2628,4.0,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1999
1,2640,4.0,Superman (1978),Action|Adventure|Sci-Fi,1978
1,2657,3.0,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,1975
1,2692,5.0,Run Lola Run (Lola rennt) (1998),Action|Crime,1998
1,2700,5.0,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,1999
1,2716,5.0,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,1984
1,2797,4.0,Big (1988),Comedy|Drama|Fantasy|Romance,1988
1,2858,5.0,American Beauty (1999),Drama|Romance,1999
1,2916,4.0,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,1990
1,2947,5.0,Goldfinger (1964),Action|Adventure|Thriller,1964
1,2959,5.0,Fight Club (1999),Action|Crime|Drama|Thriller,1999
1,2985,4.0,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,1987
1,2987,5.0,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988
1,2997,4.0,Being John Malkovich (1999),Comedy|Drama|Fantasy,1999
1,3033,5.0,Spaceballs (1987),Comedy|Sci-Fi,1987
1,3052,5.0,Dogma (1999),Adventure|Comedy|Fantasy,1999
1,3147,5.0,"Green Mile, The (1999)",Crime|Drama,1999
1,3253,5.0,Wayne's World (1992),Comedy,1992
1,3489,4.0,Hook (1991),Adventure|Comedy|Fantasy,1991
1,3527,4.0,Predator (1987),Action|Sci-Fi|Thriller,1987
1,3578,5.0,Gladiator (2000),Action|Adventure|Drama,2000
1,3671,5.0,Blazing Saddles (1974),Comedy|Western,1974
1,3793,5.0,X-Men (2000),Action|Adventure|Sci-Fi,2000
4,21,3.0,Get Shorty (1995),Comedy|Crime|Thriller,1995
4,32,2.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995
4,47,2.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995
4,235,2.0,Ed Wood (1994),Comedy|Drama,1994
4,260,5.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977
4,296,1.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994
4,357,3.0,Four Weddings and a Funeral (1994),Comedy|Romance,1994
4,368,4.0,Maverick (1994),Adventure|Comedy|Western,1994
4,457,5.0,"Fugitive, The (1993)",Thriller,1993
4,509,1.0,"Piano, The (1993)",Drama|Romance,1993
4,539,1.0,Sleepless in Seattle (1993),Comedy|Drama|Romance,1993
4,553,2.0,Tombstone (1993),Action|Drama|Western,1993
4,588,4.0,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,1992
4,593,5.0,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,1991
4,595,3.0,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,1991
4,608,5.0,Fargo (1996),Comedy|Crime|Drama|Thriller,1996
4,648,3.0,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,1996
4,708,4.0,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,1996
4,904,4.0,Rear Window (1954),Mystery|Thriller,1954
4,908,5.0,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,1959
